Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Record_ID
9683,20-12-2020,8:00 AM,Tripura,-,-,32532,378,33167,182e8c46
9684,20-12-2020,8:00 AM,Uttarakhand,-,-,78371,1408,85853,f5cb4015
9685,20-12-2020,8:00 AM,Uttar Pradesh,-,-,547631,8177,573401,712f1b5f
9686,20-12-2020,8:00 AM,West Bengal,-,-,507070,9320,534850,16baca6e
9687,21-12-2020,8:00 AM,Andhra Pradesh,-,-,867445,7076,878723,76ff3c4d
9688,21-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4732,61,4881,49dcf0e3
9689,21-12-2020,8:00 AM,Arunachal Pradesh,-,-,16350,55,16630,648a2096
9690,21-12-2020,8:00 AM,Assam,-,-,210872,1017,215409,20bf6938
9691,21-12-2020,8:00 AM,Bihar,-,-,239693,1352,246185,61c1c67d
9692,21-12-2020,8:00 AM,Chandigarh,-,-,18328,308,19073,de2fa0d3
9693,21-12-2020,8:00 AM,Chhattisgarh,-,-,247480,3181,267219,61453a92
9694,21-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3352,2,3363,e625cb29
9695,21-12-2020,8:00 AM,Delhi,-,-,596580,10277,617005,822a4f86
9696,21-12-2020,8:00 AM,Goa,-,-,48371,721,50064,7863d390
9697,21-12-2020,8:00 AM,Gujarat,-,-,219125,4234,235299,9f7461ea
9698,21-12-2020,8:00 AM,Haryana,-,-,248935,2821,257644,9ccde282
9699,21-12-2020,8:00 AM,Himachal Pradesh,-,-,46257,876,52329,cfd6ae6d
9700,21-12-2020,8:00 AM,Jammu and Kashmir,-,-,112568,1841,118263,b077acad
9701,21-12-2020,8:00 AM,Jharkhand,-,-,110307,1010,113025,c34dbee2
9702,21-12-2020,8:00 AM,Karnataka,-,-,882944,12009,909469,0865723d
9703,21-12-2020,8:00 AM,Kerala,-,-,641285,2816,705869,4b82ceaa
9704,21-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,2f353b74
9705,21-12-2020,8:00 AM,Ladakh,-,-,8801,124,9279,cd9047a2
9706,21-12-2020,8:00 AM,Madhya Pradesh,-,-,216485,3481,231284,f4e8df8e
9707,21-12-2020,8:00 AM,Maharashtra,-,-,1783905,48746,1896518,e415210d
9708,21-12-2020,8:00 AM,Manipur,-,-,25646,337,27646,fb473a36
9709,21-12-2020,8:00 AM,Meghalaya,-,-,12620,134,13253,be231445
9710,21-12-2020,8:00 AM,Mizoram,-,-,3963,7,4124,16cb9de1
9711,21-12-2020,8:00 AM,Nagaland,-,-,11273,73,11842,3f5af645
9712,21-12-2020,8:00 AM,Odisha,-,-,321647,1836,326233,c6a13ed7
9713,21-12-2020,8:00 AM,Puducherry,-,-,36777,626,37748,82fee5a2
9714,21-12-2020,8:00 AM,Punjab,-,-,152223,5201,163042,5d13d121
9715,21-12-2020,8:00 AM,Rajasthan,-,-,283957,2617,301580,e0121a4a
9716,21-12-2020,8:00 AM,Sikkim,-,-,5075,124,5573,5726975
9717,21-12-2020,8:00 AM,Tamil Nadu,-,-,785315,11983,806891,eb675bb0
9718,21-12-2020,8:00 AM,Telengana,-,-,273625,1515,281730,3a53e3c0
9719,21-12-2020,8:00 AM,Tripura,-,-,32561,380,33175,4b6c2698
9720,21-12-2020,8:00 AM,Uttarakhand,-,-,78727,1413,86317,5abd8359
9721,21-12-2020,8:00 AM,Uttar Pradesh,-,-,549190,8196,574631,b6852f33
9722,21-12-2020,8:00 AM,West Bengal,-,-,509697,9360,536828,e99aafaa
9723,22-12-2020,8:00 AM,Andhra Pradesh,-,-,867867,7078,878937,88347d2a
9724,22-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4740,62,4888,3722c130
9725,22-12-2020,8:00 AM,Arunachal Pradesh,-,-,16369,56,16652,3a8ea58d
9726,22-12-2020,8:00 AM,Assam,-,-,210965,1020,215510,4eb71a92
9727,22-12-2020,8:00 AM,Bihar,-,-,240219,1358,246568,9fc4cc8e
9728,22-12-2020,8:00 AM,Chandigarh,-,-,18429,310,19128,20f23279
9729,22-12-2020,8:00 AM,Chhattisgarh,-,-,249218,3199,268477,b33d26bf
9730,22-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3354,2,3363,aeeab7fd
9731,22-12-2020,8:00 AM,Delhi,-,-,598249,10304,617808,a4af024d
9732,22-12-2020,8:00 AM,Goa,-,-,48479,723,50143,d4c21ff1
9733,22-12-2020,8:00 AM,Gujarat,-,-,220393,4241,236259,aa4fb6fe
9734,22-12-2020,8:00 AM,Haryana,-,-,249840,2832,258197,0487c26b
9735,22-12-2020,8:00 AM,Himachal Pradesh,-,-,46852,885,52623,b6e698b6
9736,22-12-2020,8:00 AM,Jammu and Kashmir,-,-,113026,1844,118495,5007a898
9737,22-12-2020,8:00 AM,Jharkhand,-,-,110512,1011,113198,bb0476be
9738,22-12-2020,8:00 AM,Karnataka,-,-,884205,12016,910241,94cd9423
9739,22-12-2020,8:00 AM,Kerala,-,-,645779,2843,709292,e45e2d71
9740,22-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,bec1e394
9741,22-12-2020,8:00 AM,Ladakh,-,-,8852,125,9286,56f181d4
9742,22-12-2020,8:00 AM,Madhya Pradesh,-,-,217775,3490,232319,e609baf7
9743,22-12-2020,8:00 AM,Maharashtra,-,-,1789958,48801,1899352,4875ad8a
9744,22-12-2020,8:00 AM,Manipur,-,-,25779,337,27684,56a4abbe
9745,22-12-2020,8:00 AM,Meghalaya,-,-,12692,134,13258,267de93c
9746,22-12-2020,8:00 AM,Mizoram,-,-,3973,7,4133,b1c9ac7b
9747,22-12-2020,8:00 AM,Nagaland,-,-,11323,73,11858,5f8ba0bf
9748,22-12-2020,8:00 AM,Odisha,-,-,321956,1839,326596,bf5b8129
9749,22-12-2020,8:00 AM,Puducherry,-,-,36803,627,37762,d26f942f
9750,22-12-2020,8:00 AM,Punjab,-,-,152758,5212,163378,64588da4
9751,22-12-2020,8:00 AM,Rajasthan,-,-,285322,2626,299909,66200b36
9752,22-12-2020,8:00 AM,Sikkim,-,-,5092,124,5576,71942a09
9753,22-12-2020,8:00 AM,Tamil Nadu,-,-,786472,11995,807962,d1128a5b
9754,22-12-2020,8:00 AM,Telengana,-,-,274260,1518,282347,a2e0734c
9755,22-12-2020,8:00 AM,Tripura,-,-,32595,380,33188,ae31f1ab
9756,22-12-2020,8:00 AM,Uttarakhand,-,-,79755,1426,86765,e933fc37
9757,22-12-2020,8:00 AM,Uttar Pradesh,-,-,550587,8212,568835,28d7e415
9758,22-12-2020,8:00 AM,West Bengal,-,-,512039,9401,538343,e451c009
9759,23-12-2020,8:00 AM,Andhra Pradesh,-,-,868279,7082,879339,5b00c9de
9760,23-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4749,62,4893,0335193e
9761,23-12-2020,8:00 AM,Arunachal Pradesh,-,-,16379,56,16657,4dc2a792
9762,23-12-2020,8:00 AM,Assam,-,-,211078,1024,215585,6e75bc93
9763,23-12-2020,8:00 AM,Bihar,-,-,240716,1362,247108,5f8baeb4
9764,23-12-2020,8:00 AM,Chandigarh,-,-,18508,312,19184,1bdd7f9f
9765,23-12-2020,8:00 AM,Chhattisgarh,-,-,250766,3212,269857,f52c78a1
9766,23-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3357,2,3364,14e06562
9767,23-12-2020,8:00 AM,Delhi,-,-,599683,10329,618747,247f3aa3
9768,23-12-2020,8:00 AM,Goa,-,-,48567,725,50239,1b51388d
9769,23-12-2020,8:00 AM,Gujarat,-,-,221602,4248,237247,3628f7d1
9770,23-12-2020,8:00 AM,Haryana,-,-,250502,2842,258731,1897fdd7
9771,23-12-2020,8:00 AM,Himachal Pradesh,-,-,47275,889,52955,863d6f92
9772,23-12-2020,8:00 AM,Jammu and Kashmir,-,-,113307,1850,118803,151baa10
9773,23-12-2020,8:00 AM,Jharkhand,-,-,110758,1014,113407,76be31a1
9774,23-12-2020,8:00 AM,Karnataka,-,-,885341,12029,911382,c2cd8edf
9775,23-12-2020,8:00 AM,Kerala,-,-,650836,2870,715341,3052792e
9776,23-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,70e71a5e
9777,23-12-2020,8:00 AM,Ladakh,-,-,8901,125,9296,90dab42d
9778,23-12-2020,8:00 AM,Madhya Pradesh,-,-,218828,3502,233324,8b164c7d
9779,23-12-2020,8:00 AM,Maharashtra,-,-,1794080,48876,1902458,13b13f40
9780,23-12-2020,8:00 AM,Manipur,-,-,25928,337,27723,f978643e
9781,23-12-2020,8:00 AM,Meghalaya,-,-,12735,134,13299,da6c5b09
9782,23-12-2020,8:00 AM,Mizoram,-,-,3989,7,4141,531ee8e0
9783,23-12-2020,8:00 AM,Nagaland,-,-,11373,76,11866,7e7ececf
9784,23-12-2020,8:00 AM,Odisha,-,-,322344,1843,326915,b210dcd2
9785,23-12-2020,8:00 AM,Puducherry,-,-,36822,629,37811,a094e958
9786,23-12-2020,8:00 AM,Punjab,-,-,153382,5230,163665,a915ed7c
9787,23-12-2020,8:00 AM,Rajasthan,-,-,286481,2634,300716,40e21382
9788,23-12-2020,8:00 AM,Sikkim,-,-,5108,124,5610,7af4526e
9789,23-12-2020,8:00 AM,Tamil Nadu,-,-,787611,12012,809014,724ac379
9790,23-12-2020,8:00 AM,Telengana,-,-,274833,1522,282982,daf341da
9791,23-12-2020,8:00 AM,Tripura,-,-,32613,383,33203,89dd4caf
9792,23-12-2020,8:00 AM,Uttarakhand,-,-,80425,1439,87376,161240d2
9793,23-12-2020,8:00 AM,Uttar Pradesh,-,-,551917,8224,576832,11e90dbf
9794,23-12-2020,8:00 AM,West Bengal,-,-,514309,9439,539996,933d0e58
9795,24-12-2020,8:00 AM,Andhra Pradesh,-,-,868769,7085,879718,2c38b923
9796,24-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4761,62,4896,e240a66c
9797,24-12-2020,8:00 AM,Arunachal Pradesh,-,-,16401,56,16669,5e095f05
9798,24-12-2020,8:00 AM,Assam,-,-,211181,1029,215680,4d5ca5f4
9799,24-12-2020,8:00 AM,Bihar,-,-,241031,1368,247807,6c9089e9
9800,24-12-2020,8:00 AM,Chandigarh,-,-,18584,313,19266,ac0a3f9d
9801,24-12-2020,8:00 AM,Chhattisgarh,-,-,252332,3227,271194,782a2c1f
9802,24-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3357,2,3365,87d4b8e3
9803,24-12-2020,8:00 AM,Delhi,-,-,601268,10347,619618,3ac3c494
9804,24-12-2020,8:00 AM,Goa,-,-,48637,727,50364,a1093bbd
9805,24-12-2020,8:00 AM,Gujarat,-,-,222911,4254,238205,070c075e
9806,24-12-2020,8:00 AM,Haryana,-,-,251149,2847,259226,a8049760
9807,24-12-2020,8:00 AM,Himachal Pradesh,-,-,47869,894,53392,3ea3464c
9808,24-12-2020,8:00 AM,Jammu and Kashmir,-,-,113645,1853,119053,e5f27589
9809,24-12-2020,8:00 AM,Jharkhand,-,-,110962,1014,113609,1283768f
9810,24-12-2020,8:00 AM,Karnataka,-,-,886547,12038,912340,91e42479
9811,24-12-2020,8:00 AM,Kerala,-,-,655644,2892,721510,263fdfc7
9812,24-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,fa3acdf0
9813,24-12-2020,8:00 AM,Ladakh,-,-,8947,125,9309,c0447886
9814,24-12-2020,8:00 AM,Madhya Pradesh,-,-,220051,3514,234331,8393b578
9815,24-12-2020,8:00 AM,Maharashtra,-,-,1801700,48969,1906371,cd2c5b23
9816,24-12-2020,8:00 AM,Manipur,-,-,26030,338,27827,3e5f81f8
9817,24-12-2020,8:00 AM,Meghalaya,-,-,12894,135,13328,47c904c4
9818,24-12-2020,8:00 AM,Mizoram,-,-,4008,8,4156,2d0f282b
9819,24-12-2020,8:00 AM,Nagaland,-,-,11423,77,11877,6f0de4a8
9820,24-12-2020,8:00 AM,Odisha,-,-,322648,1846,327279,b7c781d2
9821,24-12-2020,8:00 AM,Puducherry,-,-,36866,629,37845,788ff7ac
9822,24-12-2020,8:00 AM,Punjab,-,-,153964,5243,164145,1cb61e47
9823,24-12-2020,8:00 AM,Rajasthan,-,-,287418,2642,301708,d8eb2410
9824,24-12-2020,8:00 AM,Sikkim,-,-,5110,125,5632,058bc514
9825,24-12-2020,8:00 AM,Tamil Nadu,-,-,788742,12024,810080,1f2a5fb0
9826,24-12-2020,8:00 AM,Telengana,-,-,275217,1524,283556,1656ad94
9827,24-12-2020,8:00 AM,Tripura,-,-,32640,384,33216,87ff8abe
9828,24-12-2020,8:00 AM,Uttarakhand,-,-,80986,1447,87940,d2729a2b
9829,24-12-2020,8:00 AM,Uttar Pradesh,-,-,553019,8245,577642,703988a2
9830,24-12-2020,8:00 AM,West Bengal,-,-,516462,9473,541624,b2c03386
9831,25-12-2020,8:00 AM,Andhra Pradesh,-,-,869124,7089,880075,ea532a28
9832,25-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4775,62,4901,e31b5b86
9833,25-12-2020,8:00 AM,Arunachal Pradesh,-,-,16438,56,16678,990a9816
9834,25-12-2020,8:00 AM,Assam,-,-,211286,1033,215775,58c74d68
9835,25-12-2020,8:00 AM,Bihar,-,-,241546,1371,248351,49085419
9836,25-12-2020,8:00 AM,Chandigarh,-,-,18634,314,19309,bbbcf489
9837,25-12-2020,8:00 AM,Chhattisgarh,-,-,254024,3249,272426,c081dede
9838,25-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3357,2,3367,e4ba8e2f
9839,25-12-2020,8:00 AM,Delhi,-,-,602388,10384,620681,1d849ac6
9840,25-12-2020,8:00 AM,Goa,-,-,48725,728,50454,98b0d33c
9841,25-12-2020,8:00 AM,Gujarat,-,-,224092,4262,239195,d4128c78
9842,25-12-2020,8:00 AM,Haryana,-,-,251908,2854,259745,54a16044
9843,25-12-2020,8:00 AM,Himachal Pradesh,-,-,48186,899,53766,f1573e92
9844,25-12-2020,8:00 AM,Jammu and Kashmir,-,-,113944,1860,119344,cfc57d91
9845,25-12-2020,8:00 AM,Jharkhand,-,-,111175,1016,113786,9edde953
9846,25-12-2020,8:00 AM,Karnataka,-,-,887815,12039,913483,36333738
9847,25-12-2020,8:00 AM,Kerala,-,-,660445,2914,726687,2fd99428
9848,25-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,68006c0d
9849,25-12-2020,8:00 AM,Ladakh,-,-,8969,126,9341,1701cc6d
9850,25-12-2020,8:00 AM,Madhya Pradesh,-,-,221169,3524,235369,2693701b
9851,25-12-2020,8:00 AM,Maharashtra,-,-,1804871,49058,1909951,7faaedb9
9852,25-12-2020,8:00 AM,Manipur,-,-,26173,341,27876,e2d371fe
9853,25-12-2020,8:00 AM,Meghalaya,-,-,12922,135,13340,bdadb093
9854,25-12-2020,8:00 AM,Mizoram,-,-,4024,8,4178,99beb864
9855,25-12-2020,8:00 AM,Nagaland,-,-,11508,77,11890,d930771f
9856,25-12-2020,8:00 AM,Odisha,-,-,322972,1850,327542,7ce5c21b
9857,25-12-2020,8:00 AM,Puducherry,-,-,36892,629,37885,80cdb686
9858,25-12-2020,8:00 AM,Punjab,-,-,154433,5260,164505,a7570efc
9859,25-12-2020,8:00 AM,Rajasthan,-,-,288388,2650,302709,9a437e6d
9860,25-12-2020,8:00 AM,Sikkim,-,-,5119,125,5664,b6b9e295
9861,25-12-2020,8:00 AM,Tamil Nadu,-,-,789862,12036,811115,e3f0b37e
9862,25-12-2020,8:00 AM,Telengana,-,-,275708,1527,284074,43ffc60b
9863,25-12-2020,8:00 AM,Tripura,-,-,32657,384,33225,35a7f759
9864,25-12-2020,8:00 AM,Uttarakhand,-,-,81587,1458,88376,d405237d
9865,25-12-2020,8:00 AM,Uttar Pradesh,-,-,554202,8267,578568,8b212dfe
9866,25-12-2020,8:00 AM,West Bengal,-,-,518516,9505,543214,8f7666e6
9867,26-12-2020,8:00 AM,Andhra Pradesh,-,-,869478,7091,880430,2ec2c403
9868,26-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4781,62,4912,9021b560
9869,26-12-2020,8:00 AM,Arunachal Pradesh,-,-,16454,56,16678,5e065bd7
9870,26-12-2020,8:00 AM,Assam,-,-,211381,1033,215836,2ebddb8d
9871,26-12-2020,8:00 AM,Bihar,-,-,242068,1373,248945,1d2e86bd
9872,26-12-2020,8:00 AM,Chandigarh,-,-,18686,314,19345,1462dca4
9873,26-12-2020,8:00 AM,Chhattisgarh,-,-,255257,3263,273279,f38e6ecb
9874,26-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3357,2,3370,837b844e
9875,26-12-2020,8:00 AM,Delhi,-,-,603758,10414,621439,4da75a7e
9876,26-12-2020,8:00 AM,Goa,-,-,48826,728,50534,ccc7631e
9877,26-12-2020,8:00 AM,Gujarat,-,-,225206,4268,240105,3568bb57
9878,26-12-2020,8:00 AM,Haryana,-,-,252545,2858,260153,1.70E+41
9879,26-12-2020,8:00 AM,Himachal Pradesh,-,-,48809,902,54058,592a310d
9880,26-12-2020,8:00 AM,Jammu and Kashmir,-,-,114353,1861,119628,9d3e44a7
9881,26-12-2020,8:00 AM,Jharkhand,-,-,111351,1016,113954,3ebf96dd
9882,26-12-2020,8:00 AM,Karnataka,-,-,888917,12044,914488,d9677ff7
9883,26-12-2020,8:00 AM,Kerala,-,-,664951,2930,732084,ae6b29cc
9884,26-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,ce2aa230
9885,26-12-2020,8:00 AM,Ladakh,-,-,9020,126,9355,3957722d
9886,26-12-2020,8:00 AM,Madhya Pradesh,-,-,222403,3536,236400,bd0ecfe1
9887,26-12-2020,8:00 AM,Maharashtra,-,-,1806298,49129,1913382,669fbb48
9888,26-12-2020,8:00 AM,Manipur,-,-,26247,344,27943,9ba686d5
9889,26-12-2020,8:00 AM,Meghalaya,-,-,12940,135,13369,a9a780be
9890,26-12-2020,8:00 AM,Mizoram,-,-,4036,8,4178,dca8b27b
9891,26-12-2020,8:00 AM,Nagaland,-,-,11544,77,11895,a862bab1
9892,26-12-2020,8:00 AM,Odisha,-,-,323378,1853,327867,6eef1b85
9893,26-12-2020,8:00 AM,Puducherry,-,-,36936,629,37914,072f5859
9894,26-12-2020,8:00 AM,Punjab,-,-,154845,5269,164821,0b7a5720
9895,26-12-2020,8:00 AM,Rajasthan,-,-,289375,2657,303732,2add2ac9
9896,26-12-2020,8:00 AM,Sikkim,-,-,5142,125,5684,62abf7ca
9897,26-12-2020,8:00 AM,Tamil Nadu,-,-,790965,12048,812142,b299f324
9898,26-12-2020,8:00 AM,Telengana,-,-,276244,1529,284391,327b6e2e
9899,26-12-2020,8:00 AM,Tripura,-,-,32672,385,33226,ad104a6a
9900,26-12-2020,8:00 AM,Uttarakhand,-,-,81871,1463,88844,2d0d8460
9901,26-12-2020,8:00 AM,Uttar Pradesh,-,-,555544,8279,579982,86ebb384
9902,26-12-2020,8:00 AM,West Bengal,-,-,520470,9536,544755,fcc8f120
9903,27-12-2020,8:00 AM,Andhra Pradesh,-,-,869920,7092,880712,de4295e8
9904,27-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4789,62,4912,d9d4364f
9905,27-12-2020,8:00 AM,Arunachal Pradesh,-,-,16477,56,16687,0723ba73
9906,27-12-2020,8:00 AM,Assam,-,-,211486,1035,215910,1606e933
9907,27-12-2020,8:00 AM,Bihar,-,-,242767,1379,249403,a0000459
9908,27-12-2020,8:00 AM,Chandigarh,-,-,18754,315,19423,78b4d6c2
9909,27-12-2020,8:00 AM,Chhattisgarh,-,-,257021,3275,274324,5.84E+14
9910,27-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3362,2,3372,adb16a90
9911,27-12-2020,8:00 AM,Delhi,-,-,604746,10437,622094,519b5af7
9912,27-12-2020,8:00 AM,Goa,-,-,48913,731,50595,8fb38523
9913,27-12-2020,8:00 AM,Gujarat,-,-,226208,4275,240995,2c9154c3
9914,27-12-2020,8:00 AM,Haryana,-,-,253145,2865,260545,8b80797c
9915,27-12-2020,8:00 AM,Himachal Pradesh,-,-,49076,913,54280,15db4db4
9916,27-12-2020,8:00 AM,Jammu and Kashmir,-,-,114722,1867,119877,34715820
9917,27-12-2020,8:00 AM,Jharkhand,-,-,111530,1018,114146,5e2daeef
9918,27-12-2020,8:00 AM,Karnataka,-,-,889881,12051,915345,964e5aa7
9919,27-12-2020,8:00 AM,Kerala,-,-,668733,2951,735611,431cf583
9920,27-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,c0d3b2a8
9921,27-12-2020,8:00 AM,Ladakh,-,-,9051,126,9394,3f0b955a
9922,27-12-2020,8:00 AM,Madhya Pradesh,-,-,223532,3545,237406,ef742bc8
9923,27-12-2020,8:00 AM,Maharashtra,-,-,1807824,49189,1916236,a30486cd
9924,27-12-2020,8:00 AM,Manipur,-,-,26331,344,27976,f1493cda
9925,27-12-2020,8:00 AM,Meghalaya,-,-,12985,138,13371,009c5d72
9926,27-12-2020,8:00 AM,Mizoram,-,-,4046,8,4182,dd659e61
9927,27-12-2020,8:00 AM,Nagaland,-,-,11545,78,11897,0d00824b
9928,27-12-2020,8:00 AM,Odisha,-,-,323749,1857,328201,6f1d8149
9929,27-12-2020,8:00 AM,Puducherry,-,-,36962,630,37947,81e615e4
9930,27-12-2020,8:00 AM,Punjab,-,-,155409,5281,165126,654b8d4d
9931,27-12-2020,8:00 AM,Rajasthan,-,-,290365,2664,304517,173f82df
9932,27-12-2020,8:00 AM,Sikkim,-,-,5157,125,5799,a96669c0
9933,27-12-2020,8:00 AM,Tamil Nadu,-,-,792063,12059,813161,ad1198bd
9934,27-12-2020,8:00 AM,Telengana,-,-,276753,1531,284863,57bf3b3a
9935,27-12-2020,8:00 AM,Tripura,-,-,32695,385,33237,dbf52eaf
9936,27-12-2020,8:00 AM,Uttarakhand,-,-,82298,1476,89218,5ee18e8f
9937,27-12-2020,8:00 AM,Uttar Pradesh,-,-,556912,8293,581080,8dac45da
9938,27-12-2020,8:00 AM,West Bengal,-,-,522331,9569,546008,8490ccff
9939,28-12-2020,8:00 AM,Andhra Pradesh,-,-,870342,7094,881061,ecb1b8ea
9940,28-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4798,62,4924,544a4be1
9941,28-12-2020,8:00 AM,Arunachal Pradesh,-,-,16503,56,16689,8.29E+166
9942,28-12-2020,8:00 AM,Assam,-,-,211546,1037,215939,d5d8a355
9943,28-12-2020,8:00 AM,Bihar,-,-,243461,1383,249912,bbb52eb7
9944,28-12-2020,8:00 AM,Chandigarh,-,-,18810,315,19486,9517d257
9945,28-12-2020,8:00 AM,Chhattisgarh,-,-,258155,3293,275149,e7c5e55a
9946,28-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3362,2,3373,e4e16acd
9947,28-12-2020,8:00 AM,Delhi,-,-,605685,10453,622851,240f86c1
9948,28-12-2020,8:00 AM,Goa,-,-,48992,731,50667,af070312
9949,28-12-2020,8:00 AM,Gujarat,-,-,227128,4282,241845,98c032f8
9950,28-12-2020,8:00 AM,Haryana,-,-,253765,2874,260907,4df8af73
9951,28-12-2020,8:00 AM,Himachal Pradesh,-,-,49685,919,54438,8d76d9b3
9952,28-12-2020,8:00 AM,Jammu and Kashmir,-,-,114986,1867,120137,5382cb52
9953,28-12-2020,8:00 AM,Jharkhand,-,-,111664,1019,114268,1d7cfcf3
9954,28-12-2020,8:00 AM,Karnataka,-,-,891095,12062,916256,2ab128cd
9955,28-12-2020,8:00 AM,Kerala,-,-,672196,2976,740516,a32a2590
9956,28-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,3fc39816
9957,28-12-2020,8:00 AM,Ladakh,-,-,9072,126,9406,9a639722
9958,28-12-2020,8:00 AM,Madhya Pradesh,-,-,224692,3563,238352,457d4c60
9959,28-12-2020,8:00 AM,Maharashtra,-,-,1809948,49255,1919550,1ad11058
9960,28-12-2020,8:00 AM,Manipur,-,-,26404,348,28029,d67583f8
9961,28-12-2020,8:00 AM,Meghalaya,-,-,13012,138,13376,149d5c7f
9962,28-12-2020,8:00 AM,Mizoram,-,-,4049,8,4184,cfe09740
9963,28-12-2020,8:00 AM,Nagaland,-,-,11568,78,11897,2e53ac5f
9964,28-12-2020,8:00 AM,Odisha,-,-,324068,1861,328504,302a6c0e
9965,28-12-2020,8:00 AM,Puducherry,-,-,37005,631,37995,5385582d
9966,28-12-2020,8:00 AM,Punjab,-,-,155892,5299,165405,b321ac94
9967,28-12-2020,8:00 AM,Rajasthan,-,-,291533,2670,305360,f26126ce
9968,28-12-2020,8:00 AM,Sikkim,-,-,5173,125,5845,0c806eee
9969,28-12-2020,8:00 AM,Tamil Nadu,-,-,793154,12069,814170,33c6c421
9970,28-12-2020,8:00 AM,Telengana,-,-,277304,1533,285068,1b68c9b0
9971,28-12-2020,8:00 AM,Tripura,-,-,32711,385,33244,37ab376c
9972,28-12-2020,8:00 AM,Uttarakhand,-,-,82537,1483,89645,b999b57c
9973,28-12-2020,8:00 AM,Uttar Pradesh,-,-,558303,8306,581980,6aa6c185
9974,28-12-2020,8:00 AM,West Bengal,-,-,524071,9598,547443,f93e6da6
9975,29-12-2020,8:00 AM,Andhra Pradesh,-,-,870752,7098,881273,ea324ce9
9976,29-12-2020,8:00 AM,Andaman and Nicobar Islands,-,-,4803,62,4929,49c9a3d9
9977,29-12-2020,8:00 AM,Arunachal Pradesh,-,-,16521,56,16696,cb161288
9978,29-12-2020,8:00 AM,Assam,-,-,211636,1038,215997,7cb7eb0e
9979,29-12-2020,8:00 AM,Bihar,-,-,244076,1386,250390,010ac4ae
9980,29-12-2020,8:00 AM,Chandigarh,-,-,18856,316,19551,d15ad656
9981,29-12-2020,8:00 AM,Chhattisgarh,-,-,260056,3319,276337,1a398e9b
9982,29-12-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3363,2,3374,d0e0a31b
9983,29-12-2020,8:00 AM,Delhi,-,-,606644,10474,623415,440a5c0b
9984,29-12-2020,8:00 AM,Goa,-,-,49083,734,50772,dbb93247
9985,29-12-2020,8:00 AM,Gujarat,-,-,228144,4288,242655,1fd6c64d
9986,29-12-2020,8:00 AM,Haryana,-,-,254336,2882,261258,d78c3df0
9987,29-12-2020,8:00 AM,Himachal Pradesh,-,-,50079,921,54680,0f081087
9988,29-12-2020,8:00 AM,Jammu and Kashmir,-,-,115261,1875,120293,de66ca46
9989,29-12-2020,8:00 AM,Jharkhand,-,-,111818,1020,114420,3cfc1b9f
9990,29-12-2020,8:00 AM,Karnataka,-,-,892273,12070,916909,8a421a33
9991,29-12-2020,8:00 AM,Kerala,-,-,676368,2990,743563,5688fe64
9992,29-12-2020,8:00 AM,Lakshadweep,-,-,0,0,0,e2fdd5a4
9993,29-12-2020,8:00 AM,Ladakh,-,-,9088,126,9411,5c86481d
9994,29-12-2020,8:00 AM,Madhya Pradesh,-,-,225782,3572,239228,9c5ff875
9995,29-12-2020,8:00 AM,Maharashtra,-,-,1814449,49305,1922048,b5eb6b43
9996,29-12-2020,8:00 AM,Manipur,-,-,26478,348,28060,ba48b339
9997,29-12-2020,8:00 AM,Meghalaya,-,-,13042,138,13379,06bd2274
9998,29-12-2020,8:00 AM,Mizoram,-,-,4068,8,4190,c3cfd457
9999,29-12-2020,8:00 AM,Nagaland,-,-,11589,79,11911,4ac370eb
10000,29-12-2020,8:00 AM,Odisha,-,-,324392,1864,328738,12a447b1
10001,29-12-2020,8:00 AM,Puducherry,-,-,37040,631,38028,f2f0721a
