Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Record_ID
1,30-01-2020,6:00 PM,Kerala,1,0,0,0,1,37703ae6
2,31-01-2020,6:00 PM,Kerala,1,0,0,0,1,906eb93a
3,01-02-2020,6:00 PM,Kerala,2,0,0,0,2,004f7059
4,02-02-2020,6:00 PM,Kerala,3,0,0,0,3,6fdedf64
5,03-02-2020,6:00 PM,Kerala,3,0,0,0,3,61f8987a
6,04-02-2020,6:00 PM,Kerala,3,0,0,0,3,09a8c6fe
7,05-02-2020,6:00 PM,Kerala,3,0,0,0,3,e0360bfb
8,06-02-2020,6:00 PM,Kerala,3,0,0,0,3,47710b5f
9,07-02-2020,6:00 PM,Kerala,3,0,0,0,3,bfa33c36
10,08-02-2020,6:00 PM,Kerala,3,0,0,0,3,4d80e00e
11,09-02-2020,6:00 PM,Kerala,3,0,0,0,3,9d79c82e
12,10-02-2020,6:00 PM,Kerala,3,0,0,0,3,7ab36951
13,11-02-2020,6:00 PM,Kerala,3,0,0,0,3,2aad24a5
14,12-02-2020,6:00 PM,Kerala,3,0,0,0,3,9afee32c
15,13-02-2020,6:00 PM,Kerala,3,0,0,0,3,b718a9ec
16,14-02-2020,6:00 PM,Kerala,3,0,0,0,3,6cc75c81
17,15-02-2020,6:00 PM,Kerala,3,0,0,0,3,76132d63
18,16-02-2020,6:00 PM,Kerala,3,0,0,0,3,874c0982
19,17-02-2020,6:00 PM,Kerala,3,0,0,0,3,cac64af9
20,18-02-2020,6:00 PM,Kerala,3,0,0,0,3,c3e76c74
21,19-02-2020,6:00 PM,Kerala,3,0,0,0,3,0b5c53c5
22,20-02-2020,6:00 PM,Kerala,3,0,0,0,3,a0a05223
23,21-02-2020,6:00 PM,Kerala,3,0,0,0,3,70c7d9e8
24,22-02-2020,6:00 PM,Kerala,3,0,0,0,3,5755e6ef
25,23-02-2020,6:00 PM,Kerala,3,0,0,0,3,29c6e0ab
26,24-02-2020,6:00 PM,Kerala,3,0,0,0,3,03de1d8d
27,25-02-2020,6:00 PM,Kerala,3,0,0,0,3,c02d269e
28,26-02-2020,6:00 PM,Kerala,3,0,0,0,3,56dadc25
29,27-02-2020,6:00 PM,Kerala,3,0,0,0,3,ece2ef70
30,28-02-2020,6:00 PM,Kerala,3,0,0,0,3,412fac31
31,29-02-2020,6:00 PM,Kerala,3,0,0,0,3,84c7310c
32,01-03-2020,6:00 PM,Kerala,3,0,0,0,3,b59562a9
33,02-03-2020,6:00 PM,Telengana,1,0,0,0,1,811abaf3
34,02-03-2020,6:00 PM,Kerala,3,0,0,0,3,a3025270
35,02-03-2020,6:00 PM,Delhi,1,0,0,0,1,ece4d067
36,03-03-2020,6:00 PM,Telengana,1,0,0,0,1,29089d48
37,03-03-2020,6:00 PM,Rajasthan,0,1,0,0,1,11710abd
38,03-03-2020,6:00 PM,Kerala,3,0,3,0,3,dd5e6847
39,03-03-2020,6:00 PM,Delhi,1,0,0,0,1,85cd89d1
40,04-03-2020,6:00 PM,Uttar Pradesh,6,0,0,0,6,51ffb8bc
41,04-03-2020,6:00 PM,Kerala,3,0,3,0,3,d8f66769
42,04-03-2020,6:00 PM,Haryana,0,2,0,0,2,becc258c
43,04-03-2020,6:00 PM,Delhi,1,0,0,0,1,26a0f93f
44,04-03-2020,6:00 PM,Telengana,1,0,0,0,1,59a33bb4
45,04-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,fff06076
46,05-03-2020,6:00 PM,Delhi,2,0,0,0,2,a98b0cda
47,05-03-2020,6:00 PM,Haryana,0,2,0,0,2,f56e5c35
48,05-03-2020,6:00 PM,Kerala,3,0,3,0,3,7d3c8c13
49,05-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,2883cf04
50,05-03-2020,6:00 PM,Telengana,1,0,0,0,1,2d4f9c47
51,05-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,481ba63f
52,06-03-2020,6:00 PM,Delhi,3,0,0,0,3,599d2969
53,06-03-2020,6:00 PM,Haryana,0,2,0,0,2,8615914b
54,06-03-2020,6:00 PM,Kerala,3,0,3,0,3,8dc3f4d3
55,06-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,f54c5882
56,06-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,aff12e9b
57,06-03-2020,6:00 PM,Telengana,1,0,0,0,1,2186a2ff
58,07-03-2020,6:00 PM,Kerala,3,0,3,0,3,abce7e48
59,07-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,8386beaf
60,07-03-2020,6:00 PM,Ladakh,2,0,0,0,2,5bdbf5fc
61,07-03-2020,6:00 PM,Telengana,1,0,0,0,1,7e5d0c05
62,07-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,749294db
63,07-03-2020,6:00 PM,Delhi,3,0,0,0,3,69ad1ca3
64,07-03-2020,6:00 PM,Haryana,0,2,0,0,2,f0b66c10
65,07-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,119dc7cf
66,08-03-2020,6:00 PM,Ladakh,2,0,0,0,2,f155b715
67,08-03-2020,6:00 PM,Telengana,1,0,0,0,1,93eef046
68,08-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,ca6e5f83
69,08-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,e85ed59b
70,08-03-2020,6:00 PM,Kerala,8,0,3,0,8,998b3789
71,08-03-2020,6:00 PM,Haryana,0,2,0,0,2,5673e26a
72,08-03-2020,6:00 PM,Delhi,3,0,0,0,3,42431920
73,08-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,7f485eea
74,09-03-2020,6:00 PM,Ladakh,2,0,0,0,2,50da0482
75,09-03-2020,6:00 PM,Karnataka,1,0,0,0,1,f30437ff
76,09-03-2020,6:00 PM,Kerala,9,0,3,0,9,160d3bcd
77,09-03-2020,6:00 PM,Maharashtra,2,0,0,0,2,c9bb6d5b
78,09-03-2020,6:00 PM,Punjab,1,0,0,0,1,fdc4c601
79,09-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,549c07fc
80,09-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,e69fbc66
81,09-03-2020,6:00 PM,Telengana,1,0,0,0,1,6ef176ab
82,09-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,f2d39f7f
83,09-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,f88037b9
84,09-03-2020,6:00 PM,Haryana,0,2,0,0,2,368eacc9
85,09-03-2020,6:00 PM,Delhi,4,0,0,0,4,775d2957
86,10-03-2020,6:00 PM,Uttar Pradesh,7,0,0,0,7,e4f122ae
87,10-03-2020,6:00 PM,Ladakh,2,0,0,0,2,600fc848
88,10-03-2020,6:00 PM,Delhi,4,0,0,0,4,effb8035
89,10-03-2020,6:00 PM,Haryana,0,2,0,0,2,9f9678da
90,10-03-2020,6:00 PM,Karnataka,4,0,0,0,4,d88635ed
91,10-03-2020,6:00 PM,Kerala,15,0,3,0,15,6a7e4904
92,10-03-2020,6:00 PM,Maharashtra,5,0,0,0,5,5e68250a
93,10-03-2020,6:00 PM,Punjab,1,0,0,0,1,8dbfca02
94,10-03-2020,6:00 PM,Rajasthan,1,14,0,0,15,f4828de8
95,10-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,fd9a6b5f
96,10-03-2020,6:00 PM,Telengana,1,0,0,0,1,d03aae28
97,10-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,17cebf5a
98,11-03-2020,6:00 PM,Maharashtra,2,0,0,0,2,4.74E+06
99,11-03-2020,6:00 PM,Delhi,5,0,0,0,5,6.89E+59
100,11-03-2020,6:00 PM,Haryana,0,14,0,0,14,2080f24f
101,11-03-2020,6:00 PM,Kerala,17,0,3,0,17,cb4f4951
102,11-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,4c24441a
103,11-03-2020,6:00 PM,Telengana,1,0,0,0,1,537bd1dc
104,11-03-2020,6:00 PM,Uttar Pradesh,9,0,0,0,9,730a3723
105,11-03-2020,6:00 PM,Ladakh,2,0,0,0,2,2483202c
106,11-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,ac045cae
107,11-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,1103ec41
108,11-03-2020,6:00 PM,Punjab,1,0,0,0,1,c884dfdd
109,11-03-2020,6:00 PM,Karnataka,4,0,0,0,4,90c2c341
110,12-03-2020,6:00 PM,Delhi,6,0,0,0,6,95770cd3
111,12-03-2020,6:00 PM,Haryana,0,14,0,0,14,b069cc5d
112,12-03-2020,6:00 PM,Kerala,17,0,3,0,17,16e29d37
113,12-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,0838f4ce
114,12-03-2020,6:00 PM,Telengana,1,0,0,0,1,f11836e0
115,12-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,2b97890d
116,12-03-2020,6:00 PM,Ladakh,3,0,0,0,3,5e62c682
117,12-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,1c0848c3
118,12-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,f1faea62
119,12-03-2020,6:00 PM,Punjab,1,0,0,0,1,2244f22d
120,12-03-2020,6:00 PM,Karnataka,4,0,0,0,4,f9d0605c
121,12-03-2020,6:00 PM,Maharashtra,11,0,0,0,11,a35e3791
122,12-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,a986ebd5
123,13-03-2020,6:00 PM,Delhi,6,0,0,0,6,9117afa6
124,13-03-2020,6:00 PM,Haryana,0,14,0,0,14,1c1a1f6c
125,13-03-2020,6:00 PM,Kerala,19,0,3,0,19,ade4665b
126,13-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,2221ba35
127,13-03-2020,6:00 PM,Telengana,1,0,0,0,1,5344a882
128,13-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,14841c69
129,13-03-2020,6:00 PM,Ladakh,3,0,0,0,3,cba2139d
130,13-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,c11f7661
131,13-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,a12d50f7
132,13-03-2020,6:00 PM,Punjab,1,0,0,0,1,ea2944dd
133,13-03-2020,6:00 PM,Karnataka,6,0,0,1,6,35e4fa0e
134,13-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,5ad30565
135,13-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,62997d46
136,14-03-2020,6:00 PM,Delhi,7,0,1,1,7,786472f5
137,14-03-2020,6:00 PM,Haryana,0,14,0,0,14,bb54fe51
138,14-03-2020,6:00 PM,Kerala,19,0,3,0,19,afbe5bfa
139,14-03-2020,6:00 PM,Rajasthan,1,2,1,0,3,9ada420a
140,14-03-2020,6:00 PM,Telengana,1,0,0,0,1,fe74a2dd
141,14-03-2020,6:00 PM,Uttar Pradesh,11,1,5,0,12,a5725406
142,14-03-2020,6:00 PM,Ladakh,3,0,0,0,3,e8872f49
143,14-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,c8d80e91
144,14-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,2c33b195
145,14-03-2020,6:00 PM,Punjab,1,0,0,0,1,0ab6540b
146,14-03-2020,6:00 PM,Karnataka,6,0,0,1,6,82ba69d0
147,14-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,530898ec
148,14-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,3e6946ea
149,15-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,285741fe
150,15-03-2020,6:00 PM,Delhi,7,0,2,1,7,1835762b
151,15-03-2020,6:00 PM,Haryana,0,14,0,0,14,e641806f
152,15-03-2020,6:00 PM,Karnataka,6,0,0,1,6,4367ddf4
153,15-03-2020,6:00 PM,Kerala,22,0,3,0,22,c82c100b
154,15-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,317c6876
155,15-03-2020,6:00 PM,Punjab,1,0,0,0,1,375762c4
156,15-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,565ffc05
157,15-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,dd848e1d
158,15-03-2020,6:00 PM,Telengana,3,0,1,0,3,f20fe51f
159,15-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,9cd2de6f
160,15-03-2020,6:00 PM,Ladakh,3,0,0,0,3,cc96ed2e
161,15-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,2736261
162,15-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,a0f0ac45
163,16-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,efd6f2b8
164,16-03-2020,6:00 PM,Delhi,7,0,2,1,7,4ad852c4
165,16-03-2020,6:00 PM,Haryana,0,14,0,0,14,1d27f325
166,16-03-2020,6:00 PM,Karnataka,6,0,0,1,6,229ab569
167,16-03-2020,6:00 PM,Kerala,23,0,3,0,23,a170406c
168,16-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,bebc7dbf
169,16-03-2020,6:00 PM,Odisha,1,0,0,0,1,4d31163f
170,16-03-2020,6:00 PM,Punjab,1,0,0,0,1,d783aa1a
171,16-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,0a482fdc
172,16-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,3d17387a
173,16-03-2020,6:00 PM,Telengana,3,0,1,0,3,c4cc3b0f
174,16-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,b949c23f
175,16-03-2020,6:00 PM,Ladakh,4,0,0,0,4,e18cc02c
176,16-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,8e137f00
177,16-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,1e19fb19
178,17-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,59b69212
179,17-03-2020,6:00 PM,Delhi,8,0,2,1,8,8d2a2df1
180,17-03-2020,6:00 PM,Haryana,1,14,0,0,15,cd84f374
181,17-03-2020,6:00 PM,Karnataka,11,0,0,1,11,897ab657
182,17-03-2020,6:00 PM,Kerala,24,2,3,0,26,bfc6258a
183,17-03-2020,6:00 PM,Maharashtra,36,3,0,1,39,f400e3cf
184,17-03-2020,6:00 PM,Odisha,1,0,0,0,1,a2a3d5f3
185,17-03-2020,6:00 PM,Punjab,1,0,0,0,1,928eac0d
186,17-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,306c0c2a
187,17-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,a75ee80a
188,17-03-2020,6:00 PM,Telengana,3,2,1,0,5,273ac67f
189,17-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,2699905
190,17-03-2020,6:00 PM,Ladakh,6,0,0,0,6,bedde36e
191,17-03-2020,6:00 PM,Uttar Pradesh,14,1,5,0,15,f9d97f83
192,17-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,7d5350b9
193,18-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,cb8b921b
194,18-03-2020,6:00 PM,Delhi,9,1,2,1,10,a1b47fb0
195,18-03-2020,6:00 PM,Haryana,3,14,0,0,17,c1cfe4a3
196,18-03-2020,6:00 PM,Karnataka,11,0,0,1,11,791b80c5
197,18-03-2020,6:00 PM,Kerala,25,2,3,0,27,4d5fc773
198,18-03-2020,6:00 PM,Maharashtra,39,3,0,1,42,2ee0890c
199,18-03-2020,6:00 PM,Odisha,1,0,0,0,1,8dbcc2ce
200,18-03-2020,6:00 PM,Puducherry,1,0,0,0,1,a41a587a
201,18-03-2020,6:00 PM,Punjab,1,0,0,0,1,1cd315d9
202,18-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,18fbab34
203,18-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,21a87fc1
204,18-03-2020,6:00 PM,Telengana,4,2,1,0,6,14d9dfb1
205,18-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,ceff1948
206,18-03-2020,6:00 PM,Ladakh,8,0,0,0,8,a312b05a
207,18-03-2020,6:00 PM,Uttar Pradesh,15,1,5,0,16,531dc87b
208,18-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,4e27bea0
209,18-03-2020,6:00 PM,West Bengal,1,0,0,0,1,958f6aa1
210,19-03-2020,6:00 PM,Andhra Pradesh,2,0,0,0,2,29e54847
211,19-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,c0ae1fb7
212,19-03-2020,6:00 PM,Delhi,11,1,3,1,12,cf19a9a9
213,19-03-2020,6:00 PM,Haryana,3,14,0,0,17,3013b269
214,19-03-2020,6:00 PM,Karnataka,14,0,0,1,14,93d91d12
215,19-03-2020,6:00 PM,Kerala,25,2,3,0,27,153a44f8
216,19-03-2020,6:00 PM,Maharashtra,44,3,0,1,47,b2529f9b
217,19-03-2020,6:00 PM,Odisha,1,0,0,0,1,557cfc3e
218,19-03-2020,6:00 PM,Puducherry,1,0,0,0,1,67e23f1f
219,19-03-2020,6:00 PM,Punjab,2,0,0,1,2,c2452302
220,19-03-2020,6:00 PM,Rajasthan,5,2,3,0,7,4fba46a2
221,19-03-2020,6:00 PM,Tamil Nadu,2,0,1,0,2,c1faac51
222,19-03-2020,6:00 PM,Telengana,4,2,1,0,6,f6dde4f3
223,19-03-2020,6:00 PM,Chandigarh,1,0,0,0,1,80c9f53c
224,19-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,19dc93bc
225,19-03-2020,6:00 PM,Ladakh,8,0,0,0,8,751e389b
226,19-03-2020,6:00 PM,Uttar Pradesh,18,1,9,0,19,e7760bbd
227,19-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,a7974170
228,19-03-2020,6:00 PM,West Bengal,1,0,0,0,1,d9567f2c
229,20-03-2020,6:00 PM,Andhra Pradesh,3,0,0,0,3,ff7bff7e
230,20-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,cbd9b18d
231,20-03-2020,6:00 PM,Delhi,16,1,5,1,17,7d608f80
232,20-03-2020,6:00 PM,Gujarat,5,0,0,0,5,10df3f67
233,20-03-2020,6:00 PM,Haryana,3,14,0,0,17,4ae9ed9f
234,20-03-2020,6:00 PM,Karnataka,15,0,1,1,15,6a0ee218
235,20-03-2020,6:00 PM,Kerala,26,2,3,0,28,fe7a64d6
236,20-03-2020,6:00 PM,Maharashtra,49,3,0,1,52,1eabbf55
237,20-03-2020,6:00 PM,Odisha,2,0,0,0,2,049ddfaf
238,20-03-2020,6:00 PM,Puducherry,1,0,0,0,1,9bb7ce2c
239,20-03-2020,6:00 PM,Punjab,2,0,0,1,2,834c9f0e
240,20-03-2020,6:00 PM,Rajasthan,15,2,3,0,17,1454940e
241,20-03-2020,6:00 PM,Tamil Nadu,3,0,1,0,3,7af361d6
242,20-03-2020,6:00 PM,Telengana,8,9,1,0,17,ae3b2c74
243,20-03-2020,6:00 PM,Chandigarh,1,0,0,0,1,8e0146f1
244,20-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,fef59c4c
245,20-03-2020,6:00 PM,Ladakh,10,0,0,0,10,18f836c2
246,20-03-2020,6:00 PM,Uttar Pradesh,22,1,9,0,23,8a81d2ed
247,20-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,10f4161e
248,20-03-2020,6:00 PM,West Bengal,2,0,0,0,2,1e316258
249,21-03-2020,6:00 PM,Andhra Pradesh,3,0,0,0,3,4ead4241
250,21-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,6998b089
251,21-03-2020,6:00 PM,Delhi,25,1,5,1,26,4a213178
252,21-03-2020,6:00 PM,Gujarat,7,0,0,0,7,056e1e81
253,21-03-2020,6:00 PM,Haryana,3,14,0,0,17,b9f8add3
254,21-03-2020,6:00 PM,Himachal Pradesh,2,0,0,0,2,e5b4ce24
255,21-03-2020,6:00 PM,Karnataka,15,0,1,1,15,2be9f2d7
256,21-03-2020,6:00 PM,Kerala,33,7,3,0,40,77e2234c
257,21-03-2020,6:00 PM,Madhya Pradesh,4,0,0,0,4,e35234d3
258,21-03-2020,6:00 PM,Maharashtra,60,3,0,1,63,3c3828d6
259,21-03-2020,6:00 PM,Odisha,2,0,0,0,2,666d08b1
260,21-03-2020,6:00 PM,Puducherry,1,0,0,0,1,5121b34a
261,21-03-2020,6:00 PM,Punjab,13,0,0,1,13,53c7c3e4
262,21-03-2020,6:00 PM,Rajasthan,15,2,3,0,17,f2715e4b
263,21-03-2020,6:00 PM,Tamil Nadu,3,0,1,0,3,4cea13c4
264,21-03-2020,6:00 PM,Telengana,10,11,1,0,21,2ec89ee4
265,21-03-2020,6:00 PM,Chandigarh,1,0,0,0,1,0b71a16d
266,21-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,fcc33347
267,21-03-2020,6:00 PM,Ladakh,13,0,0,0,13,f4e50666
268,21-03-2020,6:00 PM,Uttar Pradesh,23,1,9,0,24,50666227
269,21-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,386e57b3
270,21-03-2020,6:00 PM,West Bengal,3,0,0,0,3,73bc926d
271,22-03-2020,6:00 PM,Andhra Pradesh,5,0,0,0,5,bb483a3d
272,22-03-2020,6:00 PM,Bihar,2,0,0,1,2,d07b3782
273,22-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,687ce917
274,22-03-2020,6:00 PM,Delhi,28,1,5,1,29,2d384ff1
275,22-03-2020,6:00 PM,Gujarat,18,0,0,1,18,5391a454
276,22-03-2020,6:00 PM,Haryana,7,14,0,0,21,486c5d3d
277,22-03-2020,6:00 PM,Himachal Pradesh,2,0,0,0,2,f696cbd7
278,22-03-2020,6:00 PM,Karnataka,26,0,2,1,26,16f7dc72
279,22-03-2020,6:00 PM,Kerala,45,7,3,0,52,55141da9
280,22-03-2020,6:00 PM,Madhya Pradesh,4,0,0,0,4,3273478f
281,22-03-2020,6:00 PM,Maharashtra,64,3,0,2,67,5ec8ddb8
282,22-03-2020,6:00 PM,Odisha,2,0,0,0,2,28d10631
283,22-03-2020,6:00 PM,Puducherry,1,0,0,0,1,8e50199f
284,22-03-2020,6:00 PM,Punjab,21,0,0,1,21,50187237
285,22-03-2020,6:00 PM,Rajasthan,22,2,3,0,24,8a9a26e8
286,22-03-2020,6:00 PM,Tamil Nadu,5,2,1,0,7,b76270a4
287,22-03-2020,6:00 PM,Telengana,11,11,1,0,22,7ae4679b
288,22-03-2020,6:00 PM,Chandigarh,5,0,0,0,5,fac39bfc
289,22-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,62e179ed
290,22-03-2020,6:00 PM,Ladakh,13,0,0,0,13,e25af1a8
291,22-03-2020,6:00 PM,Uttar Pradesh,26,1,9,0,27,4a26454a
292,22-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,a04bbc26
293,22-03-2020,6:00 PM,West Bengal,4,0,0,0,4,14f77948
294,23-03-2020,6:00 PM,Andhra Pradesh,7,0,0,0,7,3144a34b
295,23-03-2020,6:00 PM,Bihar,2,0,0,1,2,588b07d5
296,23-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,280b396c
297,23-03-2020,6:00 PM,Delhi,28,1,5,1,29,7b94f50d
298,23-03-2020,6:00 PM,Gujarat,29,0,0,1,29,4d161bb0
299,23-03-2020,6:00 PM,Haryana,12,14,0,0,26,4bbefdf3
300,23-03-2020,6:00 PM,Himachal Pradesh,2,0,0,0,2,7fa60883
301,23-03-2020,6:00 PM,Karnataka,33,0,2,1,33,5de573d0
302,23-03-2020,6:00 PM,Kerala,60,7,3,0,67,11a66b70
303,23-03-2020,6:00 PM,Madhya Pradesh,6,0,0,0,6,875d4790
304,23-03-2020,6:00 PM,Maharashtra,71,3,0,2,74,04f06b6e
305,23-03-2020,6:00 PM,Odisha,2,0,0,0,2,0e0dce46
306,23-03-2020,6:00 PM,Puducherry,1,0,0,0,1,aaf3c766
307,23-03-2020,6:00 PM,Punjab,21,0,0,1,21,8eb6f7d0
308,23-03-2020,6:00 PM,Rajasthan,26,2,3,0,28,70f92d50
309,23-03-2020,6:00 PM,Tamil Nadu,7,2,1,0,9,fa879539
310,23-03-2020,6:00 PM,Telengana,22,10,1,0,32,73a4fe00
311,23-03-2020,6:00 PM,Chandigarh,6,0,0,0,6,c33dc03c
312,23-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,7bdd49e5
313,23-03-2020,6:00 PM,Ladakh,13,0,0,0,13,8ebd2df4
314,23-03-2020,6:00 PM,Uttar Pradesh,30,1,9,0,31,c953c9c0
315,23-03-2020,6:00 PM,Uttarakhand,3,0,0,0,3,2e36c5aa
316,23-03-2020,6:00 PM,West Bengal,7,0,0,0,7,660db32d
317,24-03-2020,6:00 PM,Andhra Pradesh,8,0,0,0,8,c6883828
318,24-03-2020,6:00 PM,Bihar,3,0,0,1,3,586a6a99
319,24-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,63811897
320,24-03-2020,6:00 PM,Delhi,29,1,6,1,30,03c06650
321,24-03-2020,6:00 PM,Gujarat,32,1,0,1,33,0d5668e2
322,24-03-2020,6:00 PM,Haryana,14,14,11,0,28,6727621b
323,24-03-2020,6:00 PM,Himachal Pradesh,3,0,0,1,3,3403656b
324,24-03-2020,6:00 PM,Karnataka,37,0,3,1,37,b71e6e12
325,24-03-2020,6:00 PM,Kerala,87,8,4,0,95,1ebccb2c
326,24-03-2020,6:00 PM,Madhya Pradesh,7,0,0,0,7,1660af75
327,24-03-2020,6:00 PM,Maharashtra,86,3,0,2,89,4f7aeea8
328,24-03-2020,6:00 PM,Manipur,1,0,0,0,1,7a1d3362
329,24-03-2020,6:00 PM,Odisha,2,0,0,0,2,1235127d
330,24-03-2020,6:00 PM,Puducherry,1,0,0,0,1,8d90bb20
331,24-03-2020,6:00 PM,Punjab,29,0,0,1,29,95ba3b74
332,24-03-2020,6:00 PM,Rajasthan,30,2,3,0,32,602c85ba
333,24-03-2020,6:00 PM,Tamil Nadu,13,2,1,0,15,79efede7
334,24-03-2020,6:00 PM,Telengana,25,10,1,0,35,2ea8bf00
335,24-03-2020,6:00 PM,Chandigarh,7,0,0,0,7,ab8d29cc
336,24-03-2020,6:00 PM,Jammu and Kashmir,4,0,0,0,4,27d7156e
337,24-03-2020,6:00 PM,Ladakh,13,0,0,0,13,7a549d51
338,24-03-2020,6:00 PM,Uttar Pradesh,32,1,11,0,33,3cb9b822
339,24-03-2020,6:00 PM,Uttarakhand,3,1,0,0,4,a5742c30
340,24-03-2020,6:00 PM,West Bengal,9,0,0,1,9,2aee93c1
341,25-03-2020,6:00 PM,Andhra Pradesh,9,0,1,0,9,b15bda52
342,25-03-2020,6:00 PM,Bihar,4,0,0,1,4,acff6de1
343,25-03-2020,6:00 PM,Chhattisgarh,1,0,0,0,1,b7060f3c
344,25-03-2020,6:00 PM,Delhi,30,1,6,1,31,69014660
345,25-03-2020,6:00 PM,Gujarat,37,1,0,1,38,50bcd2a8
346,25-03-2020,6:00 PM,Haryana,14,14,11,0,28,6a76e9a6
347,25-03-2020,6:00 PM,Himachal Pradesh,3,0,0,1,3,e3e0663f
348,25-03-2020,6:00 PM,Karnataka,41,0,3,1,41,59985545
349,25-03-2020,6:00 PM,Kerala,101,8,4,0,109,4077cb8b
350,25-03-2020,6:00 PM,Madhya Pradesh,14,0,0,0,14,92a04218
351,25-03-2020,6:00 PM,Maharashtra,125,3,1,3,128,f4669730
352,25-03-2020,6:00 PM,Manipur,1,0,0,0,1,5c45d45f
353,25-03-2020,6:00 PM,Mizoram,1,0,0,0,1,de9060a3
354,25-03-2020,6:00 PM,Odisha,2,0,0,0,2,c323551a
355,25-03-2020,6:00 PM,Puducherry,1,0,0,0,1,45376b6b
356,25-03-2020,6:00 PM,Punjab,29,0,0,1,29,fb4ff871
